order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,revenue,month,delivery_time,is_late,product_category_name_english,low_review
9611397da79fc7abde6547d329ba3f33,908a17859ff430ff83afea6380f4b635,delivered,2017-03-14 16:21:55,2017-03-14 16:21:55,2017-03-15 10:33:19,2017-04-04 15:37:46,2017-04-18 00:00:00,1,186fe07c8b8005ec6a498587ffbc1352,6560211a19b47992c3666cc44a7e94c0,2017-03-21 16:21:55,29.0,24.84,1,boleto,1,53.84,7acfb833cd8ba1d316b560898fe0616d,63034,juazeiro do norte,CE,498f94d1fd19f6efc496f80999b1cfae,3,,"gostei do produto e a entrega foi bem antes do prazo indicado.
",2017-04-05 00:00:00,2017-04-06 15:15:36,relogios_presentes,60.0,193.0,3.0,200.0,16.0,2.0,11.0,53.84,2017-03,20.0,True,watches_gifts,0
61a9adbc73db5e5c33e5d6d528f8846e,d5530638f8cd8082128e4e66392595b7,delivered,2017-07-19 11:57:10,2017-07-19 12:10:25,2017-07-20 19:49:37,2017-08-01 15:48:01,2017-08-11 00:00:00,1,cfb763496d9fc48751a27db4fd02aa2d,391fc6631aebcf3004804e51b40bcf1e,2017-07-28 12:10:25,49.95,11.85,1,credit_card,2,61.8,cd8778eec8cc64ac257d4f1e882da7d8,2365,sao paulo,SP,863a4dd813724d32cb4153c04e80f885,4,,s,2017-08-02 00:00:00,2017-08-03 11:25:41,cama_mesa_banho,38.0,168.0,2.0,350.0,25.0,9.0,19.0,61.8,2017-07,13.0,True,bed_bath_table,0
9d52ed75974d7c18cdbce888c9ecfc93,32ecf699158a694b829b462b892ea519,delivered,2018-02-15 21:58:37,2018-02-16 14:31:00,2018-02-21 18:12:13,2018-03-01 21:16:51,2018-03-07 00:00:00,1,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,2018-02-21 23:31:51,49.9,13.37,1,credit_card,6,63.27,0137420de9b02a180c53e5bd64f14750,13015,campinas,SP,4f7606ce3a77999443369acbf7c01d8a,2,,,2018-03-02 00:00:00,2018-03-05 15:07:04,ferramentas_jardim,58.0,340.0,2.0,1500.0,30.0,22.0,30.0,63.27,2018-02,13.0,True,garden_tools,1
9a382d951dd3a73c696f80da02ea06a5,c7fdc3e93e7df51ee3256738c893ee07,delivered,2018-04-22 13:50:47,2018-04-24 19:25:16,2018-04-24 22:08:41,2018-05-03 22:12:51,2018-05-29 00:00:00,1,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,2018-04-30 04:32:18,69.9,0.0,1,boleto,1,69.9,17535993c5abb098f793664778f38c6e,99660,campinas do sul,RS,e173c3b03c9746ce0add4ad4877cb522,5,Recomendo,"Produto chegou antes do prazo previsto, bem embalado e conforme a descrição.",2018-05-04 00:00:00,2018-05-05 12:44:51,moveis_decoracao,44.0,903.0,6.0,2600.0,50.0,10.0,30.0,69.9,2018-04,11.0,True,furniture_decor,0
c340db08a331e90da6cf5f9bdb0d2d31,0d052cd94da173d03fd97ef2de6b6223,delivered,2017-11-24 22:52:28,2017-11-25 01:16:08,2017-12-01 21:46:59,2017-12-11 23:42:42,2017-12-15 00:00:00,1,c1d6298abf132c4391d57e81599d415c,7d76b645482be4a332374e8223836592,2017-11-30 01:16:08,24.9,15.1,1,credit_card,4,40.0,7f1ffcbda3100e51936cb80d6d591de8,37901,passos,MG,92c394eef86d1b0f309599c7682752f4,5,,"Ainda não sei, mas aparentemente parece ser um produto bom. ",2017-12-12 00:00:00,2017-12-13 02:46:12,telefonia,52.0,818.0,1.0,100.0,18.0,6.0,11.0,40.0,2017-11,17.0,True,telephony,0
336e6ecb9664903e2d582f1203e5b1ba,cf56bdf905c1e3b759e4c0fd0ec64037,delivered,2018-05-21 19:01:41,2018-05-22 16:57:55,2018-05-25 16:37:00,2018-05-28 21:21:39,2018-06-07 00:00:00,1,c221338cf5bbc53a58d3f15b3620e1f0,47648caee88ccfe951fbb27fbf7b4cbe,2018-05-28 16:57:55,535.0,28.33,1,credit_card,10,563.33,9ee58215f365ea280a43bc9bd89dcabd,13201,jundiai,SP,fb5821a5488b27075860c77b8aed0384,1,Pessimo,"Comprei um Produto , e veio outro completamente diferente !!!!!",2018-05-29 00:00:00,2018-06-04 00:28:13,automotivo,57.0,295.0,1.0,12550.0,50.0,30.0,50.0,563.33,2018-05,7.0,False,auto,1
ac56367131672fa50d4af1148bdb1f19,9d738b553036239b0eb45ec8d4421d70,delivered,2017-07-11 17:32:43,2017-07-11 17:45:09,2017-07-12 19:53:32,2017-07-26 20:54:08,2017-08-02 00:00:00,1,3a7553224e54d216c4a65c85f2d04deb,4a3ca9315b744ce9f8e9374361493884,2017-07-17 17:45:09,230.0,16.36,1,credit_card,8,246.36,2f00c59ffda1dd2d2a95522732bd4a25,39516,mamonas,MG,d1b98a0c3f8e027a93542a2a4bbbee88,3,,,2017-07-27 00:00:00,2017-07-30 13:13:24,casa_conforto,58.0,407.0,1.0,9475.0,53.0,30.0,38.0,246.36,2017-07,15.0,True,home_confort,0
7bb63f3e1c995473fbe6450a65fd8cfe,b23e3f110598a3783b8bf7cf6e342d31,delivered,2018-02-14 17:16:33,2018-02-14 17:30:34,2018-02-15 20:09:23,2018-02-16 19:59:02,2018-02-26 00:00:00,1,1f833cc7a418205cf50f5e834c6a2134,8648b1e89e9b349e32d3741b30ec737e,2018-02-20 16:30:31,98.0,8.43,1,credit_card,1,106.43,d82e6b209c048cbb243bdd21489cce06,1329,sao paulo,SP,07640effbf0110598f7f9951e1ca490f,3,,Comprei a ducha higiênica idêntica a comprada há 15 anos. Essa acho que não 1 ano,2018-02-17 00:00:00,2018-02-18 21:03:59,construcao_ferramentas_construcao,60.0,296.0,2.0,300.0,20.0,5.0,20.0,106.43,2018-02,2.0,False,construction_tools_construction,0
39deb3539d110b3b863fe3c055395969,abcbf882876e9f017a6055061a92b48d,delivered,2018-03-24 17:14:27,2018-03-24 17:27:55,2018-03-29 04:48:31,2018-04-12 11:14:23,2018-04-27 00:00:00,1,bce474cc95b6e77657e10939b0b4248c,7d13fca15225358621be4086e1eb0964,2018-03-29 17:27:55,166.66,19.05,1,credit_card,5,185.71,622ef05573ff01a3225ce9222a536435,87340,mambore,PR,4b2664fc424143cb2211981a02c3281d,3,,,2018-04-13 00:00:00,2018-04-13 15:28:19,relogios_presentes,51.0,638.0,1.0,310.0,16.0,10.0,12.0,185.71,2018-03,18.0,True,watches_gifts,0
cd3181fe74393d54f51abead6ff1abb9,2d0789135ff0a352142fb68207c0737b,delivered,2017-07-24 13:37:49,2017-07-24 13:50:12,2017-07-26 10:34:52,2017-08-03 15:39:51,2017-08-17 00:00:00,1,121b9686b9929855d823981fc655a6fe,c4fb51fb1c5b7c07bc5e67be6e7e8f6e,2017-07-28 13:50:12,49.9,23.73,1,credit_card,3,73.63,1e73d470a3cecbc85e8e5c0dfafbd156,21930,rio de janeiro,RJ,72553e592790fcf3add6d378922e384a,5,,muito bom simples e pratico,2017-08-04 00:00:00,2017-08-05 02:04:16,utilidades_domesticas,55.0,747.0,1.0,6250.0,53.0,23.0,28.0,73.63,2017-07,10.0,False,housewares,0
